HospitalName,Address,District,,
"CHO - Thilagavathy Hospital, Trichy","12, WIRELESS ROAD ,AIRPORT,TRICHY 620007,AIRPORT,Thiruchirapalli-West",Thiruchirappalli,,
"CHC - Tiruchy Medical Centre and Hospitals PVT LTD, ","NO:17 B, THILLAI NAGAR WEST, 11TH B CROSS, TRICHY - 620018,Trichy,Thillai Nagar,Thiruchirapalli-West",Thiruchirappalli,,
CHC - Trichy SRM Medical College Hospital And Research Centre,"Trichy Chennai National Highway,SRM Nagar ,Irungalur,Mannachanallur",Thiruchirappalli,,
CCC - Uppiliapuram,,Thiruchirappalli,,
CCC - Vaiyampatti,,Thiruchirappalli,,
CHO - Arun Hospital,"379C/5, Madurai Main Road, Bungalowmedu, Theni-625531. ,379C/5, Madurai Main Road, Bungalowmedu, Theni-625531. ,Theni",Theni,,
CHC - Bodinaickannur TK,"Kurangani road , bodinayakanur,Bodinayakanur",Theni,,
CCC - CCC Theni (Old GH ),"Mirandalane,Allinagaram,Theni,GH road,Theni",Theni,,
CHC - Cumbum NTK,,Theni,,
CCC - Devadanapatti,"Devadanapatti,Periyakulam",Theni,,
CCC - Dombucherry UGPHC,"Dombucherry ,Bodinayakanur",Theni,,
CHC - GHQH PERIYAKULAM,"GHQH Periyakulam,Government hospital,Periyakulam,Periyakulam",Theni,,
CCC - GOVT Poly Tech Boys Hostal-Thekkampatti,"Aundipatti, Thekkampatti, Theni, Theni - 625517,Thekkampatti,Thekkampatti,Aundipatti",Theni,,
CHO - Goverment Medical college Theni,"K. VILLAKKU, THENI MAIN ROAD,Theni",Theni,,
CCC - Government College of Engineering Bodinayakanur Mens Hostel,"Palayam-Bodi Rd, Near B.Renganathapuram, Taluk : Bodinayakkanur , Dist: Theni, Melachokkanathapuram, Tamil Nadu 625582,Bodinayakkanur ",Theni,,
CCC - Government College of Engineering Bodinayakanur Womens Hostel,"Palayam-Bodi Rd, Near B.Renganathapuram, Taluk : Bodinayakkanur , Dist: Theni, Melachokkanathapuram, Tamil Nadu 625582,Bodinayakkanur ",Theni,,
CCC - Gudalur,"Gudalur,Uthamapalayam",Theni,,
CCC - Kadamalai Gundu,"Kadamalaigundu,Aundipatti",Theni,,
CHC - Krishnammal Memorial  Hospital,"293, PERIYAKULAM ROAD, THENI,Near  FIRE SERVICE STATION,THENI,Theni",Theni,,
CHC - NRT Hospitals,"Madurai Road,Theni",Theni,,
CHO - Nalam Hospital,"63/2 lake road,Sriram nagar,Allinagaram,Theni",Theni,,
CCC - Odaipatti UGPHC,"odaipatti,Uthamapalayam",Theni,,
CCC - Rajathani,"Rajathani,Aundipatti",Theni,,
CHC - Ramapandyan Hospital,"338/1c aranmanai pudhur villaku ,A.pudhur ,Theni",Theni,,
CCC - Slum clearance Tenements-Vadaveeranayakannpatttii,,Theni,,
CCC - Slum clearance Tenements-thappakundu,,Theni,,
"CHC - Theni Medical Centre, Nehruji Road","Near V.V.G Store,Theni",Theni,,
CCC - Thevaram,"Thevaram,Uthamapalayam",Theni,,
CCC - Veerapandi,"Veerapandi,Theni",Theni,,
"CHO - Viyasini MultiSpeciality Hospital,Sillamarathupatti","Thevaram Main Road,silamarathupatti,Bodinayakanur",Theni,,
CHC - ADHITHYA MEDICAL CENTER,,Thanjavur,,
CCC - ANNAI CCC KUMBAKONAM,"Annai college mani road,Kovilacheri,Kumbakonam,Kumbakonam",Thanjavur,,
CHO - ANU HOSPITAL,"NO.69, TRICHY ROAD,,NEAR CONVENT,Thanjavur",Thanjavur,,
"CHC - AVR Ramani Poly Clinic, Kumbakonam",,Thanjavur,,
"CHC - Abi&Abi Hospitals, South Rampart",,Thanjavur,,
"CHC - Aishwarya Clinic, Pattukkottai",,Thanjavur,,
"CHC - Aishwarya clinic ,Pattukkottai taluk.",,Thanjavur,,
CCC - Alaginayagipuram,"GPHC ALAGIYANAYAGIPURAM,GPHC ALAGIYANAYAGIPURAM,ALAGIYANAYAGIPURAM,Pattukottai",Thanjavur,,
CHO - Delta Care Hospital*,,Thanjavur,,
"CHC - District headquarters hospital, Kumbakonam",,Thanjavur,,
"CHC - Dr.Vanchilingam Hospital Pvt Ltd,K.S Nagar",,Thanjavur,,
"CHC - Dravidian Speciality  Hospital, Pattukottai","4,SAMUMUDALI STREET ,,PATTUKOTTAI,PATTUKOTTAI,Pattukottai",Thanjavur,,
CCC - Green Palace(Meenakshi hospital),"244/2 TRICHY MAIN ROAD,NILAGIRI THERKKU THOTAM,NEAR NEW BUS STAND,Thanjavur",Thanjavur,,
CCC - Jayam Residency,,Thanjavur,,
CHO - K.S.Hospital,"60,Mutt street,,Kumbakonam,Kumbakonam",Thanjavur,,
CHO - KALPANA HOSPITAL ,"NO.70, VOC NAGAR ,TRICHY ROAD ,CONVENT ,Thanjavur",Thanjavur,,
CHC - KG Hospital,"KG MULTI SPECIALITY HOSPITAL & RESEARCH CENTRE #3048.3049,2ND STREET,VOC,NAGAR,THANJAVUR,KG MULTI SPECIALITY HOSPITAL & RESEARCH CENTRE #3048.3049,2ND STREET,VOC,NAGAR,THANJAVUR,VOC NAGAR,Thanjavur",Thanjavur,,
CCC - Kabisthalam,"Main Road,Kabisthalam,Papanasam",Thanjavur,,
"CHC - Kalpana Hospital, Thanjavur",,Thanjavur,,
CHC - Kanakesa Thevar Memorial Hospital,"66,Chinnaiahh Street,Pattukkottai,Pattukottai",Thanjavur,,
"CHC - Kannan Hospital,Thanjavur",,Thanjavur,,
CCC - Karunya Sugalaya Covid Care Centre @ Hotel Le Garden Inn,"48,Gandi adigal salai,Kumbakonam,Kumbakonam",Thanjavur,,
CHO - Karunya Sugalaya Diabetes Care & Research Centre Pvt Ltd,"Ramasami koil West Street,Ramasami koil West Street,Kumbakonam,Kumbakonam",Thanjavur,,
" CHC - Karunya Sugalaya Diabetes Care Research Centre Pvt., Ltd., Kumbakonam",,Thanjavur,,
CCC - Konnulampallam,"MAIN ROAD,KONULAMPALLAM,Thiruvidaimaruthur",Thanjavur,,
CHO - MVK Hospital*,,Thanjavur,,
CCC - Madukkur,"GOVERNMENT UPGRADE PRIMARY HEALTH CENTRE.MADUKKUR,BACK SIDE UNION OFFICE.MADUKKUR,Pattukottai",Thanjavur,,
CHO - Medway hospital,,Thanjavur,,
CHC - Meenakshi Hospital,"244/2, Trichy Main Road,Neelagiri Therku Thottam,Near New Bus Stand,Thanjavur",Thanjavur,,
CCC - Melattur,"Melattur PHC,Ammapettai Blcok,Papanasam",Thanjavur,,
CCC - Murukkangudi,"MURUKKANGUDI,THIRUVIDAIMARUTHUR,Kumbakonam",Thanjavur,,
CCC - Nadukaveri,"Naducauvery PHC,Thiruvaiyaru,Thiruvaiyaru",Thanjavur,,
CHC - National Pharma Hospital,"111,Opp.To South zone cultural centre,,M..C Road- Vallam Road,Thanjavur,Thanjavur",Thanjavur,,
"CHO - New Sugam Medical Centre, Ramakrishnapuram",,Thanjavur,,
CCC - Old RK Nursing Home CCC(KG hospital)	,,Thanjavur,,
CHC - Orathanadu GH,"Health Sub Centre,Orathanadu,Orathanadu",Thanjavur,,
CHC - Our Lady Hospital,"3RD CROSS,ARULANANDHA NAGAR,V.O.C. NAGAR POST,Thanjavur",Thanjavur,,
CCC - Palayapatti,"GOVT. PRIMARY HEALTH CENTRE,PALAYAPATTI NORTH,KATHADIPATTI,Budalur",Thanjavur,,
CHC - Papanasam GH,"Health Sub Center,Pappanasam II,Papanasam,Thanjavur",Thanjavur,,
CCC - Patteeswaram,"Patteeswaram,Kumbakonam Block,Kumbakonam",Thanjavur,,
CHC - Pattukottai GH,"Government hospital,Bus Stop,Pattukkottai",Thanjavur,,
CCC - Pattukottai Slum Clearance Board,"Government hospital,Bus Stop,Pattukkottai,Pattukottai",Thanjavur,,
CCC - Periyar Maniammai Eng College,,Thanjavur,,
CHO - R.K. Hospital*,,Thanjavur,,
"CHC - RSS Hospital, Cauvery Nagar","Cauvery nagar,6th cross,Pudukottai road,Opposite to new housing unit,Thanjavur",Thanjavur,,
CCC - Rohini Hospital*,"ARULANANDA NAGAR,PUDUKOTTAI ROAD,,Thanjavur",Thanjavur,,
CCC - Roya Garden,,Thanjavur,,
CCC - S.T hospital,"79/43, Nageswaran north Street,Kumbakonam,Kumbakonam,Kumbakonam",Thanjavur,,
CCC - SENGIPATTI GOVT ENG COLLEGE GIRLS HOSTEL,,Thanjavur,,
CHC - SHIVAM NURSING HOME,Pattukottai,Thanjavur,,
CHC - SRI NAADI HOSPITAL,"121,122, Naadiyambalpuram Mayipallayam Road Pattukkottai,Naadiyambalpuram,Pattukottai",Thanjavur,,
CHO - Saravana Speciality Hospital*,,Thanjavur,,
"CHC - Shifa Hospital, Athiramapattinam",,Thanjavur,,
CCC - Siruvaviduthi,,Thanjavur,,
"CHC - Sivam Nursing Home, Pattukottai",,Thanjavur,,
CHC - Sri Kumaran Gastro (p) Ltd Hospital Thanjavur,"NO2, 10TH CROSS, MUNICIPAL COLONY, MEDICAL COLLEGE ROAD, THANJAVUR,MUNICIPAL COLONY,Thanjavur",Thanjavur,,
"CHC - Sudar Hospital, Maharnombuchavady",,Thanjavur,,
"CHC - Sugam Hospital, kumbakonam",,Thanjavur,,
CCC - Thamarankottai,"Thamarankotai,Pattukottai",Thanjavur,,
"CHO - Thanga Saradha Nursing Home, South Main Street","No-2896;South Main Street;,Thanjavur ,Thanjavur",Thanjavur,,
CHO - Thanjavur Medical College,"\""Govt. Medical College Hospital,\",Vallam,,
CHC - Thiruvaiyaru GH,"SEMBAGAPETTAI STREET,Thiruvaiyaru (S),Thiruvaiyaru,Thiruvaiyaru",Thanjavur,,
CCC - Thiruvonam,,Thanjavur,,
CCC - Thondarampattu,"Thondarampattu,Orathanadu Block,Orathanad",Thanjavur,,
CCC - Vallam,"GOVT PRIMARY HEALTH CENTRE, ALAKKUDI MAIN ROAD, VALLAM,VALLAM,Thanjavur",Thanjavur,,
CCC - Vallam Slum Clearance Board,"Community Health Center,\""Thanjavur Main Road,\",Vallam,,
"CHC - Vijay Poly Clinic, Kumbakonam","21 A, AYEKULAM ROAD,KUMBAKONAM ,Kumbakonam",Thanjavur,,
CHC - Vinodhagan Memorial Hospital,"NO:3120 & 3121,TRICHY ROAD,Thanjavur",Thanjavur,,
CCC - Ariyappapuram,,Tenkasi,,
CCC - CCC KARIVALAMANDHANALLUR UPHC,"KARIVALAMVANDHANALLUR ,SANKARANKOIL,Sankarankovil",Tenkasi,,
CCC - Chokkampatti,"CHOKKAMPATTI PHC,Kadayanallur",Tenkasi,,
CCC - Elathur,"ELATHUR BLOCK PHC,Shencottai",Tenkasi,,
CCC - JP COLLEGE CCC,,Tenkasi,,
CCC - KADAYAM,"Kadayam CHC,Tankasi main raod,Kadayam",Tenkasi,,
CCC - KURUVIKULAM,"Kuruvikulam CHC,Kovilpatti Road,Kuruvikulam",Tenkasi,,
"CHC - Mathura Hospital,Surandai","SANKARANKOIL ROAD,SURANDAI,V.K.Pudur",Tenkasi,,
"CHC - Meeran Hospital, Tenkasi","327,COURTALLAM ROAD,Tenkasi",Tenkasi,,
CCC - Nallamani yadav college CCC,"NAALAMANI YADAV COLLEGE,Kadayanallur",Tenkasi,,
CCC - Nettur,,Tenkasi,,
CCC - PARASAKTHI CCC,"PARASAKTHI WOMENS COLLEGE,COURTALLAM,COURTALLAM,Tenkasi",Tenkasi,,
CHC - PULIYANKUDI,"WATER TANK ROAD, TN PUDUKUDI, PULIANGUDI,NEAR WATER TANK,TN PUDUKUDI, PULIANGUDI,Kadayanallur",Tenkasi,,
CHC - SANKARANKOIL GH,"KACHERI ROAD,SANKARANKOVIL (PO,TK),THIRUNELVELI MAIN ROAD,Sankarankovil",Tenkasi,,
CCC - SARDAR RAJA CCC,"ST JOSEPH HOSTEL,MAIN ROAD,ATHIYUTHU,ADAIKALAPATTINAM,Alangulam",Tenkasi,,
CHC - SIVAGIRI,"Madurai to Tenkasi main road,Near taluk office,Sivagiri,Sivagiri",Tenkasi,,
"CHC - Santhi Hospital, Vaikkalpalam, Tenkasi","294E,KEELAMUTHARAMMAN KOIL STREET,VAIKALPALAM,Tenkasi",Tenkasi,,
CCC - Senthamaram,,Tenkasi,,
CHO - TENKASI,"Tenkasi GHQH,NEAR BY NEW BUSSTAND,Tenkasi,Tenkasi",Tenkasi,,
CCC - THANGAPAZHAM ,"THANGAPAZHAM POLYTECHNIC COLLEGE,VASUDEVANALLUR,VASUDEVANALLUR,Sivagiri",Tenkasi,,
CCC - VASUDEVANALLUR,"Vasudevanallur CHC,\""Keelamasi Veethi, Vasudevanallur\","Vasudevanallur""",,
CCC - VELS CCC,"VEL'S NAGAR, VADAKKU PUDUR, SANKARANKOVIL,VADAKKU PUTHUR,Sankarankovil",Tenkasi,,
CCC - VKPIDAGAI,,Tenkasi,,
"CHC - Apollo Reach Hospitals,Karaikudi","Madurai Main Road,Managiri,Karaikudi,Karaikudi",Sivagangai,,
"CHC - Benny Hospital, Karaikudi",,Sivagangai,,
CHC - DEVAKI MULTISPECIALITY HOSPITAL,"no.6 arunachalam chettiyar st,near periyar statue,karaikudi,Karaikudi",Sivagangai,,
CHC - GH KALAYARKOVIL,"Kalaiyarkovil,Kalaiyarkovil",Sivagangai,,
CHC - GH MANAMADURAI,"Manamadurai,Manamadurai",Sivagangai,,
CHC - GH THIRUPPATHUR,"Government Hospital, Thiruppathur,Thirupattur",Sivagangai,,
CHC - GH THIRUPPUVANAM,"Thiruppuvanam,Thiruppuvanam",Sivagangai,,
"CHC - GH, Singampunari","Singampunari,Singampunari",Sivagangai,,
"CHC - GH,DEVAKOTTAI","Devakottai,Devakottai",Sivagangai,,
"CHC - GH,Ilayangudi","Ilayangudi,Ilayankudi",Sivagangai,,
"CHO - GOVERNMENT HEAD QUARTERS HOSPITAL , KARAIKUDI","RAILWAY FEDDER ROAD,IDAIYAR STREET,KARAIKUDI,Karaikudi",Sivagangai,,
"CHO - Government Medical College , Sivagangai","Mela-Vaniangudi, Manamadurai - Tanjavur Rd,Sivagangai",Sivagangai,,
"CHC - Jedaiah Steve Hospital,Karaikudai,Sivagangai TN",,Sivagangai,,
CCC - Kannankudi phc,"Kannangudi block phc,Kannangudi,Devakottai,Devakottai",Sivagangai,,
CHC - KarthiK Multispeciality Hospital,"28,MADURAI ROAD,SIVAGANGAI,Sivagangai",Sivagangai,,
CHC - Kauvery Hospital,"No.42,Mudiyarasanar Salai,,Near New Bus Stand,Karaikudi,Karaikudi,Karaikudi",Sivagangai,,
CCC - Keelapoongudi,"GPHC Keelapoongudi,Keelapoongudi,Sivagangai",Sivagangai,,
CCC - Maravamangalam,"Maravamangalam block phc,Nattarasankottai phc,Nattarasankottai,Kalaiyarkovil",Sivagangai,,
"CHC - Matha Mission Hospital, Manamadurai","Keelamelkudi Main Road,Near New Bus Stand,Manamadurai,Sivagangai",Sivagangai,,
CCC - Muthanandal,"Muthanendal block phc,Muthanendal ,Manamadurai",Sivagangai,,
CCC - Nerkuppai,,Sivagangai,,
"CHC - Padmini Urology Clinic, Karaikudi","LIC OPPOSITE, VOC ROAD , KARAIKUDI,VOC ROAD ,Karaikudi",Sivagangai,,
CCC - Pannai Engineering College,"pannai engineering college,Manamadurai Main Road,Manamadurai",Sivagangai,,
CCC - Piranmalai,"Piranmalai ,Singampuneri taluk,Singampunari",Sivagangai,,
CCC - Poovanthi Government Primary Health Centre,"Poovanthi ,Manamadurai Tk ,630611,Manamadurai",Sivagangai,,
CCC - Pudur.V,"Puzhuthipatti gphc,Puzhuthipatti,Puzhuthipatti,Singampunari",Sivagangai,,
CCC - Puduvayal block phc,"Puduvayal block phc,Sakottai block,hospital road ,puduvayal,Sakottai,Karaikudi",Sivagangai,,
"CHC - S.M.Hospitals, Devakottai",,Sivagangai,,
"CHC - Sahayarani Hospital, Kalaiyarkoil",,Sivagangai,,
CCC - Salaigramam phc,"Govt salaigramam phc,Salaigramam ,Ilayankudi ,Ilayankudi",Sivagangai,,
CCC - Sembanur phc,"Sembanoor block phc,Sembanoor,Karaikudi",Sivagangai,,
CHC - Senthil Hospital,"9B-Manthoppu Street ,Devakottai,Devakottai,Devakottai",Sivagangai,,
"CHC - Sri Kumaran Hospital, Karaikudi",,Sivagangai,,
"CCC - Swedish Mission Hospital ,Thiruppathur","Thiruppathur.,Thirupattur",Sivagangai,,
"CHO - TB SANATORIUM ,SOMANATHAPURAM","Somanathapuram,Karaikudi",Sivagangai,,
CCC - Thiruvegampattu,,Sivagangai,,
CHC - ATTUR GH,"KAMARAJANAR ROAD ,CUDDALORE  MAIN ROAD ,NEAR WOMENS POLICE  STATION ,Attur",Salem,,
CHC - Aishwaryam Speciality Hospital,"114/1, Bangalore Bypass Road, Near AVR Roundana, Near AVR Roundana,Nedunchalai Nagar ,Salem",Salem,,
"CHC - Ammani Hospital, Hasthampatty","130, GANDHI ROAD,HASTHAMPATTY,HASTHAMPATTY,Salem",Salem,,
"CHC - Annapoorana Medical College Hospitals, Salem TN.","NH 47, ,SANKARI MAIN ROAD, ,KOMPADIPATTI,Salem",Salem,,
"CHC - Appu Venkatachalam Medical Research Centre (P) Ltd, Kattur",,Salem,,
"CCC - Aringar Anna Arts college,kattukottai","Aringar Anna Arts college,kattukottai,SALEM,VADASENNIMALAI,Attur",Salem,,
CCC - Ariyapalayam ANC Covid Care Centre	,"ARIYAPALAYAM VILLAGE , ARIYAPALAYAM PHC HOSPITAL,ARIYAPALAYAM VILLAGE,PETHANAICKENPALAYAM",Salem,,
CCC - Attur boys hr.sec.school,"Family welfare building,Cuddalure main road,Narasingapuram,Attur",Salem,,
"CHO - Bhavani Hospital five Road, Salem",,Salem,,
"CHC - Deepam Speciality,Salem",,Salem,,
"CHC - DeepamMultispecilaity Hospital, Vazhapady","CUDDALORE MAIN ROAD,Valapady",Salem,,
"CHC - Dharan Hospital,Salem TN.","14,Seelanaickenpatti By Pass Salem-636201,14,Seelanaickenpatti By Pass Salem-636201,Chinnasamy Nagar,Salem",Salem,,
"CHC - Divine Hospital, Alagapuram",,Salem,,
"CHC - Dr. Thiru Neuro Multi Speclty,Ahragaram,Salem TN.","udhayapatti,Salem",Salem,,
"CHC - Dr.Nalini Sridhar Hospital, Salai Road, Manal Medu.",,Salem,,
"CHO - Dr.Sundararajan Neuro Hospital Pvt Ltd, RamaKrishna Rd",,Salem,,
CHC - EDAPADDI GH,"GOVERNMENT HOSPITAL,EDAPPADI,EDAPPADY,Edappady",Salem,,
"CHC - GL Hospital, Swarnapuri","salem,Salem",Salem,,
"CHO - GMKMCH, SALEM","GMKMCH Salem ,Salem,Salem",Salem,,
CCC - Gandhi Stadium Covid Care Centre,"GANDHI STADIUM,Opposite GMKMCH,Salem",Salem,,
"CHC - Geeth Raghunath Hospital, Attur TN.","Attur,NO 2 GANDHI NAGAR ,NEAR RAILWAY STATION ,Attur",Salem,,
CCC - HOTEL KARPAGAM SHRI HOSPITAL COVID CARE CENTRE,"103 C tamil sangam road,sankar nagar,salem,Salem",Salem,,
CHC - K.M Natraj's Nursing Home,"127 2nd Agraharam ,Salem ,TMS Manel Market Near ,Salem",Salem,,
CCC - KARUPPUR BOYS HOSTEL,"Sub Centre,Karuppur,Karuppur",Salem,,
CCC - KAVERY ENG COLLEGE,"KAVERY ENGINEERING COLLEGE,MECHERI,M Kaalipatti,Mettur",Salem,,
CCC - KNOWLEDGE INSTITUTE,"KAKAPALAYAM ,SANKARI,SALEM,KAKAPALAYAM ,SALEM,Knowledge College Road,Sankari",Salem,,
CHC - KURINJI SUPER SPECIALITY HOSPITAL/KURINJI COVID CARE,"FIVE ROADS,NEAR GUJARATHI KALYANA MANDAPAM,FIVE ROADS,Salem West",Salem,,
"CHC - Kamala Hospital Agraharam,Salem TN.","256, Sree Krishna Complex,Second Agraharam,Ammapet,Salem",Salem,,
"CHC - Karthic Medical Centre Idappadi,Salem TN.","5/148, Chinna Nachiyur, Veerappampalayam(PO), Idappadi(TK),,Salem(DT), PIN:637105. PH: 04283 - 222310, ,Idappadi,Edappady",Salem,,
"CHC - Kauvery Hospital, Seelanaickenpatti, Salem TN.","Seelanaickenpatty,Salem",Salem,,
CCC - Kauvery Vedha Covid Care Center,,Salem,,
"CHC - Kavin Hospital,Omalur","Umaimariamman kovil Street,Market Road,Omalur,Omalur",Salem,,
CCC - MANIYANUR,"GOVERNMENT LAW COLLEGE,MANIYANOOR,SALEM-10, TAMILNADU,NEAR TALUK OFFICE  MANIYANOOR ,Salem South",Salem,,
"CHC - Malar Hospital,Vazhapadi","MALAR HOSPITAL NEAR COTTON MARKET,VALAPADY,Valapady",Salem,,
"CHC - Manipal Hospital Dalmia Brd,Salem TN.","Salem to Bangalore Highway,Dalmia Board,Omalur",Salem,,
CHC - Mettur GH,"Government Headquarters Hospital,,Mettur Dam,Mettur Dam,Mettur",Salem,,
"CHC - Nathan Super Speciaty Hospt Holy Flr Sch,Salem TN.","Advaitha ashram road,opp new bus stand,opp holy flower school,,new bus stand",Salem,,
CHC - Omalur GH,"Sub centre,Omalur,omalur",Salem,,
CCC - PERIYA KRISHNAPURAM,"PERIYAKIRUSHNAPURAM P N PALAYAM BLOCK,Periyakirushnapuram vp,Periyakirushnapuram vp,PETHANAICKENPALAYAM",Salem,,
CCC - PERIYAR UNIVERSITY OMALUR COVID CARE CENTRE,"Periyar  University ,Karuppur ,Omalur ,Omalur",Salem,,
CCC - Pethanaickenpalayam GH,,Salem,,
"CHC - Priyam Speciality Hospitals, Salem TN.","kondalampatti,Salem",Salem,,
"CHC - RK Hospital,Salem",,Salem,,
"CHC - SARAVANA HOSPITAL PVT LTD, SALEM.","NO-14 ,THILLAI NAGAR 1 st CROSS , OPP TO IIHT,PONNAMAPET ,Salem",Salem,,
CCC - SHARON AUDITORIUM,"18,Tangmark Road, Vinayagamapatti,Kannankurichi Post,Salem",Salem,,
CHO - SHRI HOSPITALS,"103C, TAMIL SANGAM ROAD, SANKAR NAGAR, SALEM - 636007,Hasthampatty,Salem",Salem,,
"CHC - SKS Hospital,Salem TN.","4,Near New Bus Stand,Alagapuram Salem-636004.,Brindhavan Road,Salem",Salem,,
CHC - SPMM HOSPITAL ,"SPMM HOSPITAL,29, CUDDALORE MAIN ROAD,,AMMAPET,,Salem",Salem,,
CHC - SREE JAYAM ORTHO AND MULTI SPECIALITY HOSPITAL,"2/90 - Kilakku kattu kottai,Mallur,Salem",Salem,,
"CHO - Salem Polyclinic, Omalur Main Road","SALEM POLYCLINIC ,250, OMALUR MAIN ROAD ,SALEM ,Salem",Salem,,
CCC - Sendharapatty High School Covid Care Centre,"Sendharapatty boys high school,Sendharapatty,Sendharapatty,Ganagavalli",Salem,,
CCC - Shanmuga College Pullipalayam,"SANAKRI MAIN ROAD,SHANMUGA COLLEGE, PULLIPALAYAM,SANKARI,SALEM,Sankari",Salem,,
CCC - Shanmuga Covid Care Center,"60/37, Saradha College Road,Next to Shanmuga Hospital,Salem,Salem",Salem,,
CHC - Shanmuga Hospital & Salem Cancer Institute,"Shanmuga Hospital, 24, Saradha College Road,Salem",Salem,,
CHO - Sharaon Cancer Centre and General Hospital,"18, TANMAG ROAD, VINAYAGAMPATTI, SALEM,SALEM ,Salem",Salem,,
"CHC - Shivasuria Polyclinic, Salem TN.",,Salem,,
"CHO - Shri Suraksha Speciality Medical Centre Pvt.Ltd, Cherry Road","148, CHERRY ROAD,OPP TO SALEM CENTRE COOPERATIVE BANK HO,MULLUVADI GATE,Salem",Salem,,
"CHC - Sree Vasantham Hospital, Salem TN.","No. 52/1, opposite City Police Commissioner Office, Gugai, Salem, Tamil Nadu 636006, No. 52/1, opposite City Police Commissioner Office, Gugai, Salem, Tamil Nadu 636006,Annathanapatty,Salem South",Salem,,
"CHC - Sri Gokulam Hospital,Salem TN.","salem,Salem",Salem,,
"CHC - Sri Ragavendra Neuro Care Pvt Ltd (Neuro Foundation),Meyyanur Main Road, Salem","Vijayaraj Towers, Three Roads, Meyyanur Road,Three Roads,Salem",Salem,,
"CHC - Sri Shellappa Hospital Rajaram Nagar,Salem TN.","239, Rajaram Nagar,Near Gandhi Stadium,Salem,Salem",Salem,,
"CHC - Sundaram Multispecialty Hospital,Salem","Sadagoban Street, Vadakku udaiyarpalayam,Near Gandhi Silai Attur ,Attur(tk) salem(dt) pin:636102,Attur",Salem,,
CCC - THONGUM POONGA,"BRETTS ROAD,SALEM,SALEM,Salem",Salem,,
"CHC - Universal Cancer Hospital Limited, Salem TN.","Universal Hospital  370, kondalampatty Roundana,  Salem_636010 ,Salem",Salem,,
CCC - Vadugapatti,,Salem,,
"CCC - Vedhavikas School, Mallur","Vedhavikas School, Trichy Main Road,Santhiyur,Santhiyur,Salem South",Salem,,
"CHC - Vinayaga Mission Kirubananda Med Colg Hp,Salem TN.","Seeragapati,Salem South",Salem,,
"CHC - Vinayaka Mission SuperSpecialty Hospital,Salem TN.","NH-47 Sankari Main Road, Seeragapadi,Salem South",Salem,,
CCC - Vysya Covid Care Centre,"AYOTHYAPATINAM,Attur",Salem,,
CHC - iTECH MULTISPECIALITY HOSPITALS,"80,2nd agragaram,salem ,Salem",Salem,,
CCC - siddha CCC,"WOMEN ARTS COLLEGE,SALEM,636008,GORIMEDU,Salem",Salem,,
"CCC - AAA College Hostel, Walaja","Walaja,ab,Walajah",Ranipet,,
"CCC - Aathiparasakthi Arts College,Kalavi(CCC)","GB Nagar ,Kalavai,Arcot",Ranipet,,
"CHC - Apollo KH Hospital, Melvisharam TN."," Ranipet, Vellore - Chennai Rd, Melvisharam, Tamil Nadu 632509, Ranipet, Vellore - Chennai Rd, Melvisharam, Tamil Nadu 632509,Melvisharam,Walajah",Ranipet,,
CCC - Banavaram ICCC,"BANAVARAM,KAVERIPAKKAM,Nemili",Ranipet,,
"CCC - CM Annamalai arts and scienceCollege, Sholinghur","Sholinghur to tiruttani road,Vellathur village,Aadhivaraga puram post,Pallipattu",Ranipet,,
"CHC - CMC Covid Center Kannigapuram,Ranipet, Vellore TN.","Kannigapuram,Arcot",Ranipet,,
"CHO - DHQH, Walaja","MBT ROAD WALAJAPET RANIPET DISTRICT,WALAJAPET,WALAJAPET,Walajah",Ranipet,,
"CCC - Don Bosco Agriculture College, Sagayathottam (CCC)","Don Bosco Agricultural College, Anaikattaputtur,Arakkonam",Ranipet,,
CHC - GH Arakonam,"GANDHI ROAD,ARAKKONAM,Arakkonam",Ranipet,,
CHC - GH Arcot,,Ranipet,,
CHC - GH Kalavai,"THIMIRI ROAD,AGARAM.,KALAVAI,Arcot",Ranipet,,
CHC - GH Sholingur,"THIRUTHANI ROAD, SHOLINGHUR-TK, RANIPET-DT,Walajah",Ranipet,,
CCC - Karadikuppam ICCC,"KARADIKUPPAM,SHOLINGHUR,Walajah",Ranipet,,
"CCC - Krishna Polytechnic College, Arakonam","Sri Krishna Polytechnic College, Kainoor Village,Arakkonam",Ranipet,,
 CCC - Lalapet ICCC,"LALAPET,WALAJAH,Walajah",Ranipet,,
"CCC - Mahalakshmi Arts College,Vilapakkam(CCC)","Arcot to Arni main road, ,Vilapakkam, 632521,Vilapakkam,Arcot",Ranipet,,
CCC - Mudhur ICCC,"MUDHUR,ARAKKONAM,Arakkonam",Ranipet,,
CCC - PANAPAKKAM ANC CCC,,Ranipet,,
CCC - Punnai ICCC,"PUNNAI,NEMILI,Nemili",Ranipet,,
CCC - RANIPET URBAN ICCC,"Vandimettu st, Ranipet ,Walajah",Ranipet,,
"CCC - Sapthagiri College, Kaveripakkam","CHENNAI  TO BANGALORE HIGH WAYS,OCHERI ,Ocheri,Nemili",Ranipet,,
 CCC - Thimiri ICCC,"THIMIRI,THIMIRI ,Arcot",Ranipet,,
"CHC - Thirumalai Mission Hospital, Ranipet",,Ranipet,,
"CCC - Thiruvallur University,Attupakkam",,Ranipet,,
