HospitalName,Address,District,,
"CHC - Lakshmana Multispeciality Hospital, Pykara, Madurai","23 TPK ROAD PYKARA,MADURAI,MADURAI,Madurai East",Madurai,,
"CHO - Levin’s Diabetes & Dental Speciality Hospital, K.Pudur",,Madurai,,
"CHC - Life Care Hospital, New Ellis Nagar","South RTO Office Opposite Road, 70 Feet Rd, ,S S Colony,New Ellis Nagar, ,Madurai West",Madurai,,
"CCC - MKU Constituent College,Kappaloor","THIRUMANGALAM MAIN ROAD, GST ROAD,KAPPALUR,Tirumangalam",Madurai,,
CCC - Madurai Kamaraj University Hostel,"Palkalai Nagar,Theni Main Road,Madurai,Madurai South",Madurai,,
"CHC - Manjarie Hospital, Thirunagar","RRC-270D, GST ROAD,THIRUNAGAR 2ND STOP,Madurai South",Madurai,,
CHC - Meenakshi Mission hospital & Research Centre,"Lake Area,Melur Road,Madurai,Madurai East",Madurai,,
CCC - Mohan Medi city CCC,,Madurai,,
CHC - Muthu Hospital,"No.11, krishnarao tank st, ,Simmakal,simmakal,Madurai East",Madurai,,
" CHC - NTC Hospitals, Vaithyanathapuram","187 THATHANERI MAIN ROAD ,VAITHIYANATHAPURAM MADURAI,Madurai North",Madurai,,
"CHC - Nithilaa Nursing Home, Palanganatham","72 , TPK ROAD,OPPOSITE TO KUMARAGAM KOVIL ,PALANGANATHAM,Madurai South",Madurai,,
CHC - POOBATHIAMMAL HOSPITAL,"PERAIYUR ROAD,TELC GIRLS HR SEC SCHOOL OPP,USILAMPATTI,Usilampatti",Madurai,,
CHC - Preethi Hospital Pvt Ltd. Uthangudi,"No. 50, ,Melur Road,Uthangudi,Madurai East",Madurai,,
"CHC - Preethi Hospitals (P) Ltd, K.Pudur","No. 27, Ganesh Nagar,120 Feet Road,Madurai North",Madurai,,
"CHC - R.R. Hospital, Anna Nagar","345, 80FT ROAD,Anna Nagar,near suguna store,Madurai North",Madurai,,
"CHC - RAHAVENDAR HOSPITAL, 36-E, KURUVIKARAN SALAI, SANTHAIPETTAI, MADURAI (OPP:GANESH THEATRE)","36-E, KURUVIKARAN SALAI, SANTHAIPETTAI, MADURAI (OPP:GANESH THEATRE),NEAR THEPPAKULAM (OPP:GANESH THEATRE),Madurai South",Madurai,,
CHC - Railway Hospital,"Railway colony,Mapapalayam,Madurai South",Madurai,,
"CHC - Raks Hospital, Anna Nagar","12/59, KURUVIKARAN SALAI, 1 ST CROSS ST, ,BEHIND CINIPRIYA THEATRE,ANNA NAGAR, MADURAI,Madurai North",Madurai,,
"CHC - Raksha Hospital, Anna Nagar","130,anna nagar,anna nagar,Madurai North",Madurai,,
"CHO - Ram Priya Multispeciality Hospital, Thiru Nagar","45A,  PARK STREET, TIRUNAGAR 2nd stop, ,Madurai South",Madurai,,
"CHC - Rio Hospital, Vandiyur","tuticorin ring road,near maruthi true value,masthanpatti,Madurai South",Madurai,,
CCC - S VELLAICHAMY COLLEGE,"THENI ROAD,NAGAMALAI PUDHUKOTTAI,Madurai South",Madurai,,
CCC - SACS MAVMM ENGINEERING COLLEGE CCC,"MELUR TO ALAGAR KOVIL ROAD,KIDARIPATTI,Melur",Madurai,,
CCC - Samayanallur Block Primary Health Centre,"Sathyamoorthy Nagar ,Madurai West",Madurai,,
"CHC - Santhya Speciality Hospital, Arappalayam Main Road","Arapalayam cross road,Opp to nayakar statue,Arapalayam,Madurai South",Madurai,,
"CHC - Saravana Hospital, Narimedu","7A Maruthupandiyar 4th main road,Narimedu,Madurai 625002,Madurai North",Madurai,,
" CHC - Shastha Kidney and Multi Specility Hospital, Madurai",,Madurai,,
"CHC - Shenbagam Hospitals, Anna Nagar","No 15 16, North Cross 3rd Street, Anna Nagar Madurai, Madurai - 625020, ,Madurai North",Madurai,,
" CHC - Sri Bhuvaneswari Hospitals, K.Pudur",,Madurai,,
 CHC - Sri Thilaaam Multispecialitv Hospital Alanganallur	,,Madurai,,
"CHC - Subam Hospital, Thirumangalam","No 47 , Chinnamani Street,Jawahar Nagar,Thirumangalam,Tirumangalam",Madurai,,
"CHC - Sumathi Hospitals, Anna Nagar","334-a anna nagar,sathamangalam,anna nagar,Madurai North",Madurai,,
"CHO - Swarnakamalam (SKG) Multispeciality Hospital Pvt Ltd, Thirumanagalam","19/1 Chinnamani Street, ,Jawahar Nagar 1st street,Behind Thirumangalam Bus stand,Tirumangalam",Madurai,,
CCC - T KALLUPATTI GOVT HR SEC SCHOOL,"Peraiyur Main Road,T Kallupatti,T Kallupatti,Peraiyur",Madurai,,
CHC - THIRU SENTHIL ANDAVAR SPECIALITY HOSPITAL,"171, THENI MAIN ROAD, USILAMPATTI,,NEAR R.C.GIRLS HR.SEC.SCHOOL,USILAMPATTI,Usilampatti",Madurai,,
" CHC - Taj Hospital, K K Nagar",,Madurai,,
"CHC - Thavam Hospital,K.Pudhur","12, Muthuramalingapuram, Karpaga Nagar, K.Pudur, Tamil Nadu 625007,12, Muthuramalingapuram, Karpaga Nagar, K.Pudur, Tamil Nadu 625007,K.PUDUR,Madurai South",Madurai,,
"CHC - Thembavani Hospital, Gnanaolipuram","15 A A ROAD GNANAOLIVUPURAM ARAPALAYAM,ARAPALAYAM,Madurai West",Madurai,,
CCC - VELLAMMAL ENGG COLL,"RAMESHWARAM HIGH WAY,VIRAGANUR,Madurai South",Madurai,,
CHO - VMC Speciality Hospital,"MADURAI TUTICORIN RING ROAD,ANUPPANADI,Madurai South",Madurai,,
CHO - Vadamalayan Hospital,"15 JAWAHAR ROAD,CHOKKIKULAM,Madurai North",Madurai,,
 CCC - Valayankulam,,Madurai,,
CHC - Velammal Medical college Hospital,"VELAMMAL VILLAGE,MADURAI-TUTICORIN RING ROAD,ANUPPANADI,Madurai South",Madurai,,
 CCC - Vellalore,,Madurai,,
"CHO - ARK Multi Speciality Hospital, Co-operative Colony",,Krishnagiri,,
"CHO - Ashok Hospital, Denkanikottai*",,Krishnagiri,,
"CHC - Chandrasekara Hospital, Hosur, Krishnagiri TN.","SF-749, AVAPALLI HOUSING BOARD,,BAGALUR ROAD,,HOSUR,Krishnagiri",Krishnagiri,,
CHC - GH BARGUR,"Gh bargur,Bargur",Krishnagiri,,
CHC - GH DENKANIKOTTAI,"DENKANIKOTTAI,Denkanikottai",Krishnagiri,,
CHC - GH HOSUR,"GOVT HOSPITAL ,DENKANI KOTTAI ROAD HOSUR,Hosur",Krishnagiri,,
CHC - GH MATHUR,"DHARUMAPURI - TIRUPATHUR MAIN ROAD, MATHUR,.,MATHUR, POCHAMPALLI TK, KRISHNAGIRI DT,MATHUR,Pochampalli",Krishnagiri,,
CHC - GH POCHAMPALLI,"GOVERNMENT  HOSPITAL,POCHAMPALLI,Pochampalli",Krishnagiri,,
CHC - GH UTHANGARAI,"Near four roads thiruvannamalai main road uthangarai,Uthangarai",Krishnagiri,,
"CHC - GP Multispecialty Hospital,Kaveripattinam*",,Krishnagiri,,
"CCC - Government Engineering College, Bargur","Govt Engg College - BARGUR,Bargur",Krishnagiri,,
"CHC - Gunam Speciality Hospitals ,Hosur","#35, Tank street, (survey No: 120/2B2 Opp to Government Hospital, Denkanikottai Road, Dt, Hosur, Tamil Nadu 635109,Hosur",Krishnagiri,,
"CHO - Janani Hospital, Hosur","1/24 - A ,BANGALORE MAIN ROAD ,MOOKANDAPALLI , HOSUR,Hosur",Krishnagiri,,
"CHC - Janaraksha Multispecialty Hospital,Hosur",,Krishnagiri,,
"CHO - Jeevan Hospital, Denakanikottai","Opp.Busstand, Denkanikottai,Denkanikottai",Krishnagiri,,
 CCC - KAMMANDODDHI( SHOOLAGIRI),"Government primary health centre,KAMMANDODDHI,Shoolagiri",Krishnagiri,,
"CHC - Kauvery Hospital, Hosur,Krishnagiri TN.","SHANTHI  NAGAR, CSI CHURCH , ,Hosur",Krishnagiri,,
"CHO - Krishna Super Speciality Hospital, Shoolagiri",,Krishnagiri,,
CHO - Krishnagiri MCH,"\""Govt Medical College Hospital, Krishnagiri\",Gandhi,,
"CHC - Lakshmi Hospital,Hosur*","Tank Street,Hosur",Krishnagiri,,
"CHC - M.G.M Hospital Unit-II, Krishnagiri","Salem national highway,Near boat house, avathanapatti,Krishnagiri,Krishnagiri",Krishnagiri,,
"CHC - Nathans Speciality Hospital, Krishnagiri TN.","Power house colony .2 , krishnagiri",Krishnagiri,,
"CHC - S.B.S. Hospital, Hosur","Tank Street ,Hosur,Hosur,Hosur",Krishnagiri,,
"CHO - Santhi Hospital, Hosur",,Krishnagiri,,
"CHC - Shree Arunachala Hospital,Krishnagiri*",,Krishnagiri,,
"CHC - SreeChandraSekara Hospital Unit-II,Krishnagiri TN.","SF NO 806, 3-B, BASTHI,,AVALAPLLI ROAD,,HOSUR,Krishnagiri",Krishnagiri,,
 CHC - Sri Saraswathi Hospital& Surgical Centre,,Krishnagiri,,
CHC - St.Louis Hospital,"Bangalore road,KRISHNAGIRI ,Krishnagiri",Krishnagiri,,
"CHC - St.Peter’s Medical College Hospital & Research Institute,Hosur*",,Krishnagiri,,
" CHC - Star  A Speciality Hospital, Banglore Road*",,Krishnagiri,,
"CHC - Surya Multispeciality Hospital.S. Ind. Pvt. Ltd., Hosur","No.13/1, Tank street,Denkanikottai Road,Hosur,Hosur",Krishnagiri,,
"CHO - TCR Multi Speciality Hospital, Avvai Nagar","Krishnagiri,Krishnagiri",Krishnagiri,,
"CCC - Tamilnadu Sericulture Training Institute, Hosur","No:77, old bangalore road, next to govt veterinay hospital,Opposite to hosur bus depot,Tamilnadu Sericulture building ,Hosur",Krishnagiri,,
"CHC - Uma Kumar Hospital, Hosur",,Krishnagiri,,
"CHO - Umarani Hospital, ","1/136 A  NEAR LIC OFFICE,ANNAI SATHYA NAGAR,Krishnagiri",Krishnagiri,,
"CHO - VJS Hospital, Co-Operative Colony !st Cross,",,Krishnagiri,,
CHC - Vijay Hospital,"#76 R, Old Bangalore Road,Old Bangalore Road,Hosur",Krishnagiri,,
"CHC - ABJ  Hospital, Thogaimalai","Thogaimalai,Gh opposite,Sathira Street,Kulithalai",Karur,,
"CHC - ABS Hospital, Thanthonimalai","No.161 B/5 sivasakthi nagar,Thanthoni north,Thanthonimalai,Karur",Karur,,
CHC - Abishek Ortho Centre,"5/300, Ashok nagar, Andankoil east,Karur",Karur,,
CHC - Amaravathi Hospital,"AMARAVATHI HOSPITAL ,NO 74 RAMANUJAM NAGAR COVAI ROAD KARUR,COVAI ROAD,Karur",Karur,,
"CHO - Amirthaa Medical Centre and Hospital, Thanthonimalai",,Karur,,
CHC - Ananya Ortho Care,"NO,90 NARASIMMAPURAM SOUTH,LIGHT HOUSE ,Karur",Karur,,
CHC - Apollo Loga Hospital,"163, A-E,ALLWYN NAGAR,KOVAI ROAD,Karur",Karur,,
"CCC - Chettinad College of Engineering and Technology, Puliyur","NH 67, Trichy - Karur Main Rd,639114,Puliyur ,Karur",Karur,,
CCC - Chinnadharapuram Upgraded Primary Health Centre,"Government Primary Health Centre,Chinnadharapuram,Chinnadharapuram,Aravakurichi",Karur,,
CHC - DR. G.C. Hospital,"No.31, North Pradakshanam Road, karur,Near Thinnappa Theatre,Karur",Karur,,
"CHC - Deepa Kannan Hospital, Muthu Nagar","8A/2 / 33, Muthu Nagar, Karur,8A/2 -33, Muthu Nagar, Karur,Muthu Nagar,Karur",Karur,,
CHC - GH  VELAYUTHAMPALAYAM,"Kagithapuram to Velayuthampalayam railway station road,,Velayuthampalayam, Tamil Nadu 639117,Pugalimalai murugan temple opposite,PUGALUR",Karur,,
"CHC - GH,ARAVAKURICHI","Aravakurichi GH ,near Aravakurichi taluk office,Aravakurichi,Aravakurichi",Karur,,
"CHC - GH,KRISHNARAYAPURAM","KOVAKKULAM,KRISHNARAYAPURAM,Krishnarayapuram",Karur,,
"CHC - GH,KULITHALAI",,Karur,,
"CHC - GH,MANMANGALAM","GOVERNMENT HOSPITAL , MANMANGALAM,SALEM MAIN ROAD , MANMANGALAM, KARUR ,MANMANGALAM,Manmangalam",Karur,,
"CHC - GH,MYLAMPATTI",,Karur,,
"CHC - GH,PALLAPATTI",,Karur,,
"CCC - Government Arts college, Karur","Bharathidasan Nagar Road,Thanthoni,Thanthoni,Karur",Karur,,
"CCC - Govt. Politechnic,Kaniyalampatti","123,Govt. Politechnic,Kaniyalampatti, Kadavur,621301,kaniyalampatti,Kadavur",Karur,,
CCC - Inungur UGPHC,"Primary Health  Centre,Inungur,63910,Inungur,Kulithalai",Karur,,
" CHC - K.G.Hospital,Karur",,Karur,,
CCC - KASTHURIBA ULB PHC,"North Madavalagam Road,,Madavilagam,,Karur - 639001.,Karur",Karur,,
CHO - Kabila Hospital,"No.33 Gowripuram west,Karur,Karur",Karur,,
CCC - Kaniyalampatti Upgraded Primary Health Centre,"Primary Health Centre,Kaniyalampatt,Kadavur",Karur,,
CHO - Karur GMCH,"Gandhigramam North,Karur",Karur,,
"CHO - Karur Nursing Home, Chairman Ramanujam Street","17/34, chairman Ramanujam street ,kamatchiamman kovil  opp,Karur,Karur",Karur,,
"CHO - Krishna Medical Centre Hospital, Covai Road","Krishna Medical Center Hospital,Covai main road,Vadivel street,Manmangalam",Karur,,
CCC - Malaikovilur Upgraded Primary Health Centre,"Malaikovilur Upgraded Primary Health Centre,Malaikovilu,Aravakurichi",Karur,,
CHC - Nachimuthu Hospital,"5/300-2, SF 2091A, ASHOK NAGAR,COVAI ROAD, NEAR BYE-PASS JUNCTION,ANDANKOIL EAST,Karur",Karur,,
"CHC - Nathan Hospital, Anna Arch","93,Rajaji street ,Anna arch",Karur,,
CCC - Old GH Campus,"Old GH Campus,Near Arulmigu Kalyana Paasupatheswarar Temple,Sannathi Street, Karur,Karur Municipality,Karur",Karur,,
CCC - Panchapatti Upgraded Primary Health Centre,"Government Primary Health Centre, Panchapatty,Panchapatty,Krishnarayapuram",Karur,,
" CHC - Senthils Emergency Care Hospital, Karur","150, COVAI ROAD, KARUR,KARUR,Karur",Karur,,
" CHC - Shree Sakthi Hospital, Karur","NO:176 KAMARAJAPURAM WEST,KARUR,KARUR,Karur",Karur,,
CHC - Sri Rathina Hospital,,Karur,,
"CCC - Thogaimalai , Primary Health Centre","Government  Primary Health Centre,Thogaimalai,Kulithalai",Karur,,
CCC - Vangal UGPHC,"Primary Health Centre , Vangal,Vangal,639116,Vangal",Karur,,
CCC - Velliyanai UGPHC,"Primary Health Centre,Velliyanai,639118,Thanthoni Block,Karur",Karur,,
CCC - AGATHEESWARAM CCC,"NEAR AGASTEESWARAM MARKET,AGASTEESWARAM,Agastheeswaram",Kanniyakumari,,
" CHC - Aaditya Hospital, Nagercoil","95/A3, PWD ROAD , ,Chettikulam junction ,nagercoil,Nagercoil.,Agastheeswaram",Kanniyakumari,,
"CHC - Annammal Hospital, Kuzhithurai","Annammal Hospital,Hill ward,Kuzhithurai,Vilavancode",Kanniyakumari,,
CHC - Bensam Hospital,"MS Road,Veturnimadam,Agastheeswaram",Kanniyakumari,,
"CHC - Bethesda Hospital, Nagercoil","34H & 35 Distillary Road,,Nagercoil,opposite to SBI ,Vadasery Branch,Agastheeswaram",Kanniyakumari,,
"CHO - Bewell Hospitals, Nagarkovil",,Kanniyakumari,,
CCC - C.R. Puthoor,"CHENBAGARAMANPUTHOOR PHC,NEXT TO GOVERNMENT SCHOOL,CHENBAGARAMANPUTHOOR,Thovalai",Kanniyakumari,,
CHC - CSI Medical Mission Hospital Neyoor,"Kanyakumari Medical Mission, C.S.I. Mission Hospital, Neyyoor,Kalkulam",Kanniyakumari,,
" CHC - Calwin Hospitals, Nagercoil","108A2/1B5, Pattagasalianvilai, Eathamozhy Road,Nagercoil,Agastheeswaram",Kanniyakumari,,
"CHC - Catherine Booth Hospital(CBH),Nagercoil","Boothapandi Road, Nagercoil,Agastheeswaram",Kanniyakumari,,
CHC - DR. JEYASEKHARAN HOSPITAL & NURSING HOME,"DR. JEYASEKHARAN HOSPITAL & NURSING HOME,K.P.ROAD,NAGERCOIL,Agastheeswaram",Kanniyakumari,,
"CHC - Dr. Kumaraswami Health Centre, Perumalpuram",,Kanniyakumari,,
CCC - Edaicode,"Primary Health Center,KALLUPPALLAM,Edaicode,Vilavancode",Kanniyakumari,,
CHC - GH Kulasekaram,"SH 45, KULASEKARAM,KULASEKARAM,Thiruvattar",Kanniyakumari,,
CHC - GH Padmanabapuram,"Government Headquarters hospital,padmanabapuram,Thuckalay,Kalkulam",Kanniyakumari,,
CHC - GRACE HOSPITAL AND NURSING HOME,"PPM JUNCTION,KALIAKKAVILAI,KALIAKKAVILAI,Vilavancode",Kanniyakumari,,
" CCC - Government polytechnic college, Konam",,Kanniyakumari,,
CHC - Govt. Ayurveda Hospital,"CHIDAMBARA NAGAR,OPPOSITE KOTTAR POLICE STATION,KOTTAR,Agastheeswaram",Kanniyakumari,,
CHC - Holy Cross Hospital,"VETTURNIMADAM,Agastheeswaram",Kanniyakumari,,
" CHC - J.J.Hospital, Nagercoil","100/B ,jj hospital road,Kottar post,Nagercoil ,Agastheeswaram",Kanniyakumari,,
"CHC - Joseph Sahayam Speciality Hospital, Nagercoil","Ganesapuram , Nagercoil,Agastheeswaram",Kanniyakumari,,
"CHO - KKMCH, Asaripallam","kanyakumari government medical college,asaripallam,629201,Agastheeswaram",Kanniyakumari,,
CCC - KUTTAKUZHI UPGRADED PRIMARY HEALTH CENTER,"POWDIKONAM,KUTTAKUZHI,Thiruvattar",Kanniyakumari,,
CCC - Killiyoor,"THOLAYAVATTAM,KILLIYOOR,Killiyoor",Kanniyakumari,,
CCC - Kothanalloor,"MUTTAICADU,KOTHANALLOOR,Kalkulam",Kanniyakumari,,
CCC - Kurunthencode,"Kurunthencode PHC,Alanvilai Karankadu(post),Alanvilai Karankadu(post),Kalkulam",Kanniyakumari,,
CHC - Mookambika Medical College,"PADANILAM ,KULASEKHARAM,KULASEKHARAM,Thiruvattar",Kanniyakumari,,
"CHC - Morris Mathias Hospital, Nagercoil","355,KP ROAD, NAGERCOIL,Agastheeswaram",Kanniyakumari,,
CCC - PIONEER KUMARASAMY COLLEGE,"M.S.ROAD, VETTURNIMADAM,NAGERCOIL,Agastheeswaram",Kanniyakumari,,
"CHC - PPK Hospital, Marthandam","04651 275135,Vilavancode",Kanniyakumari,,
CCC - Rajakkamangalam,"RAJAKAMANGALAM THURAI,RAJAKAMANGALAM,Agastheeswaram",Kanniyakumari,,
"CCC - SLB Hr.Sec.School , Nagercoil","COURT ROAD,NAGERCOIL,Agastheeswaram",Kanniyakumari,,
"CCC - Scott christian college, Nagercoil","WEAVERS COLONY,NAGERCOIL,Agastheeswaram",Kanniyakumari,,
"CHC - Siva Hospital, Nagercoil","VAITHIYANATHAPURAM, KOTTAR,Agastheeswaram",Kanniyakumari,,
CHO - Sivanthi Hospital,"1/5a Vivekananada puram ,Agastheeswaram",Kanniyakumari,,
CHC - Swamiyarmadam Rathna Memorial Hospital,"11/208, Main Road, Swamiyarmadam, Kattathurai Post,11/208, Main Road, Swamiyarmadam, Kattathurai Post,Swamiyarmadam,Thiruvattar",Kanniyakumari,,
CCC - Thadikkarankonam,"GOVERMENT UPGRADED PRIMARY HEALTH CENTRE,NEAR THADIKKARANKONAM MARKET,THADIKARANKONAM,Thovalai",Kanniyakumari,,
"CHC - Thasiah Medical Centre, Marthandam","NEAR NEW BUS STAND,MARTHANDAM,Vilavancode",Kanniyakumari,,
"CHO - Thilagaram Nursing Home, Nagercoil*",,Kanniyakumari,,
CCC - Thoothoor,"NEAR VELANKANNI KURUSADY,THOOTHOOR,Vilavancode",Kanniyakumari,,
"CHC - Vasantham Hospital, Nagercoil","Dennison Road ,Nagercoil,Agastheeswaram",Kanniyakumari,,
"CHO - Vijayakumar Hospital,Swamiyarmadam","VIJAYAKUMAR HOSPITAL, SWAMIYARMADAM,KATTATHURAI,SWAMIYARMADAM,Kalkulam",Kanniyakumari,,
CHC - William Hospital   Nagercoil,"Ms road Krishnan Koil, Nagercoil,Agastheeswaram",Kanniyakumari,,
CHC - manuel orthopeadic hospital,"therekkalputhoor,thirupathisaram po,thiruneveli main road,,Thovalai",Kanniyakumari,,
 CHC - Aayushmaan Holistic health centre ,"No 72, kundrathur- Sriperumbudur Road, ,Puduper , opp CIT College,,KUNDRATHUR ,SRIPERUMBUDUR",Kancheepuram,,
"CHC - Bon Secours Hospital, Sunguvarchatram","Sunguvarchathiram,Molasur,SRIPERUMBUDUR",Kancheepuram,,
CCC - CCC - Elichur,"Labour welfare Association building,KUNDRATHUR",Kancheepuram,,
 CHC - Dr. Venkatesan Bone Joint Neuro and Trauma Centre,,Kancheepuram,,
" CHC - Dr. Venkatesh hospital, Kanchipuram",,Kancheepuram,,
CHC - Easymom Fertility and Maternity care  ,"Plot 1A, Mambakkam Main road, Vengaivasal, Medavakam,Chennai,Medavakkam,TAMBARAM",Kancheepuram,,
"CHO - Gandhi Hospital, Irungattukottai*",,Kancheepuram,,
CHO - Government Hospital Kanchipuram,"Hospital road,Ennaikaran,Kancheepuram,KANCHEEPURAM",Kancheepuram,,
" CHO - Hiranandhini parks hospital, oragadam","Hiranandani Parks, Triveni Nagar,Vadakkupattu village,Oragadam,KANCHEEPURAM",Kancheepuram,,
 CCC - Injambakkam covid health centre CCC,,Kancheepuram,,
" CHC - Janani Nursing Home, Kancheepuram",,Kancheepuram,,
"CHC - Jaya Hospital,Sriperumbudhur","NO.3,,KOTHANDA NADAR NAGAR,SRIPERUMBUDUR",Kancheepuram,,
"CHO - KPP Multispeciality Hospital, Sholinganallur","No:1/127, Srivasa salai, Nanmangalam,Chennai-129.,kovilambakkam,KANCHEEPURAM",Kancheepuram,,
 CCC - Kundrathur CHC,"kundrathur,KUNDRATHUR",Kancheepuram,,
 CHO - MM Nagar medic center maraimmalai Nagar ,"10/22 Singaravelan Street, NH-2 Anna Salai,Maraimalai Nagar,Maraimalai Nagar,CHENGALPATTU",Kancheepuram,,
CHC - Madha Medical College Hospital,"Kovur, Thandalam,Chennai-600128,SRIPERUMBUDUR",Kancheepuram,,
 CCC - Madha medical college - ccc,,Kancheepuram,,
 CCC - Maduramangalam chc,"maduramangalam,SRIPERUMBUDUR",Kancheepuram,,
CHC - Mahalakshmi Multispecialty Hospital,,Kancheepuram,,
 CCC - Manampathi CHC,"MANAMPATHY,UTHIRAMERUR",Kancheepuram,,
CHC - Meenakshi Medical college & Research Institute,"33 ,enathur,kancheepuram",Kancheepuram,,
CCC - Meenatchi Medical college Hospital Private - CCC,"Meenatchi Medical college Hospital Private ,ENATHUR,ENATHUR,WALAJABAD",Kancheepuram,,
CCC - Muthukumaran Hospital - CCC,"12,Kundrathur Road,\""Chikkarayapuram, Mangadu\","KUNDRATHUR""",,
 CCC - Parandur chc,"parandur,WALAJABAD",Kancheepuram,,
"CHO - S B Hospital, Navallur","1/79, ,KANCHEEPURAM",Kancheepuram,,
CCC - SAVEETHA MEDICAL COLLEGE,"SAVEETHA MEDICAL COLLEGE, THANDALAM,SRIPERUMBUDUR,SRIPERUMBUDUR",Kancheepuram,,
" CHC - SB Hospital, Navallur",,Kancheepuram,,
"CHO - Sankara Multi Speciality  Hospital,",,Kancheepuram,,
" CHO - Santhoshi Hospital, Mudichur",,Kancheepuram,,
"CHC - Saveetha Medical college, Thandalam","SAVEETHA MEDICAL COLLEGE  HOSPITAL ,SAVEETHA NAGAR,THANDALAM,SRIPERUMBUDUR",Kancheepuram,,
"CHC - Sayee Hospital, Padappai",,Kancheepuram,,
" CHC - Speed Hospital, Mangadu","no.25 School Street, Managadu,mangadu,KANCHEEPURAM",Kancheepuram,,
CHC - Sri Muthukumaran Medical College Hospital,,Kancheepuram,,
CHC - Sriperumpudur GH,"Chennai Bangalore Highway,Katchipedu,Sriperumbudur,SRIPERUMBUDUR",Kancheepuram,,
" CHC - Susrutha Integrated Fertility, Maternity and Surgical Centre, West Tambaram",,Kancheepuram,,
"CHO - TKR Maternity and Children Hospital, Kovilambakkam",,Kancheepuram,,
 CCC - Thiruppukuzhi CHC,"THIRUPPUKUZHI CHC,KANCHEEPURAM",Kancheepuram,,
CHC - Uthiramerur GH,"Uthiramerur PHC,Uthiramerur",Kancheepuram,,
CHC - Walajabad GH,"Sriperumbudur road,Walajabad ,Walajabad ,WALAJABAD",Kancheepuram,,
"CCC - AKT School, Kallakurichi","AKT NAGAR,Kallakurichi",Kallakurichi,,
"CHC - Annai Medical Centre, Villupuram TN.","Durugam Road, Annamalai towers, Kallakkurichi, Tamil Nadu 606202,Durugam Road, Annamalai towers, Kallakkurichi, Tamil Nadu 606202,Kallakurichi,Kallakurichi",Kallakurichi,,
CCC - Ariyur,"Govt phc,G.Ariyur,Tirukoilur Tk,Tirukkoilur",Kallakurichi,,
" CCC - Bharathi Women's Colloge, Thachur",,Kallakurichi,,
"CCC - GOVT MODEL HR SEC SCHOOL , G ARIYUR","GOVERNMENT PRIMARY HEALTH CENTER,G.ARIYUR,G.ARIYUR,TIRUKOVILUR  TALUK",Kallakurichi,,
"CHO - Govt Medical College Hospital,Kallakurichi","KACHIRAYAPALAYAM ROAD,Kallakurichi",Kallakurichi,,
"CCC - Govt Polytechnic College, Sankarapuram","GOVT POLYTECHNIC COLLEGE,SANKARAPURAM,,GOVT POLYTECHNIC COLLEGE,SANKARAPURAM,,SANKARAPURAM,Sankarapuram",Kallakurichi,,
"CHC - Govt Taluk Hospital,Chinnasalem","Chinnasalem,Chinnaselam",Kallakurichi,,
"CHC - Govt Taluk Hospital,Sankarapuram","Government hospital,Sankarapuram,Near bus stand,Sankarapuram",Kallakurichi,,
"CHC - Govt Taluk Hospital,Thirukovilur","Hospital Road, Thirukovilur,Tirukkoilur",Kallakurichi,,
"CHC - Govt Taluk Hospital,Ulunderpettai","Ulundurpet,Ulundurpet",Kallakurichi,,
CCC - ITI Chinnasalem,"On the way to vanakottai,Chinnaselam",Kallakurichi,,
CCC - Ilavanasurkottai,"Govt Primary Health Centre,Elavanasurkottai,Ulundurpet",Kallakurichi,,
CCC - Kachirapalayam,"Vendamapettai road,Kachirayapalayam,Kachirayapalayam,Chinnaselam",Kallakurichi,,
CCC - Kariyalur,"Govt community health centre,Vellimalai main road,Kariyalur,KALVARAYAN HILLS",Kallakurichi,,
CHC - Lotus Paediatric Emergency Centre,"No:111, Salem Main Road , Kallakurichi, Viluppuram, Tamil Nadu,No:111, Salem Main Road , Kallakurichi, Viluppuram, Tamil Nadu,Kallakurichi,Kallakurichi",Kallakurichi,,
CCC - MODEL SCHOOL AYANVELLORE,"Thiruvennainallur Main road, Ayanvellore, Ulundurpet, kallakurichi",Kallakurichi,,
"CCC - MODEL SCHOOL, KUMARAMANGALAM","A.Kumaramangalam ,Ulundurpet",Kallakurichi,,
CCC - Melur,"GPHC,Melur,Kallakurichi",Kallakurichi,,
CCC - Pudupettai,"Govt Primary health center ,Pudupettai 606402,Pudupattu ,Sankarapuram",Kallakurichi,,
CCC - Rishivandhiyam,"Police station opposite,Rishivandiyam ,Sankarapuram",Kallakurichi,,
"CHC - S A Hospital, Sankarapuram, Villupuram",,Kallakurichi,,
"CHC - SRI SANJEEVI HOSPITAL, VILLUPURAM TN.","Durugam Rd, Raja Nagar, Kallakkurichi, Tamil Nadu 606202,Durugam Rd, Raja Nagar, Kallakkurichi, Tamil Nadu 606202,Kallakurichi,Kallakurichi",Kallakurichi,,
CCC - Thiagadurgam,"Thiyagadurgam govt phc,Salem main road,Thiyagadurgam,Kallakurichi",Kallakurichi,,
CCC - Thirunavalur,"Govt.  Primary health centre,Cuddalore main road , Thirunavalur,Thirunavalur 607204,Ulundurpet",Kallakurichi,,
" CHO - Abhi SK Hospital,Gobichettipalayam",,Erode,,
"CHC - Abirami Kidney Care Dr.Thangavelu Hospital, Brough Road","581 / 582, BROUGH ROAD,NEAR RAVI THEATRE,ERODE,Erode",Erode,,
